"EZ_ID","pop","N"
1,904.908396277577,141
2,781.955028567463,29
3,903.417515784502,76
4,1009.13307373598,59
5,1017.25635596365,143
6,1133.11796364374,1379
7,1192.10043932498,503
8,1164.57957939245,683
9,863.724324669689,184
10,1553.49964716285,151
11,1471.98873316869,42
12,595.585356639698,1220
13,902.477934226394,124
14,1135.46494390257,204
15,1031.69604638964,138
16,1046.47806845792,167
17,101.183561882004,70
18,1493.00111210905,309
19,26.4875151216984,16
20,260.163905933499,1707
21,149.796305214986,91
22,1312.13962392136,3013
23,996.947754941881,147
24,1031.99581409991,366
25,1086.29337818176,511
26,225.675276193768,3024
27,3.7013293504715,8
28,0.423136334866285,3
29,809.0010144189,91
30,0,69
31,801.787744299509,1506
32,0.102443527430296,17
33,1509.30338588357,95
34,1214.40868922882,188
35,1242.86162772961,1091
36,125.18084400706,2081
37,1038.97309925966,1411
38,681.476454697549,87
39,737.757285214961,104
40,1548.12748928741,172
41,660.039570625871,83
42,1325.12784085423,2154
43,509.244137607515,2685
44,11.4356748275459,2837
45,2.6926326751709,2
46,0,1
47,5.37904996052384,2437
48,792.369662124664,2271
49,1158.9535502214,747
50,0.134745746850967,3604
51,977.3755732961,697
52,1184.33425853029,792
53,1174.21754488535,1909
54,1.13186430931091,2420
55,1484.4509273665,2191
56,1268.69403429329,279
57,779.326601920649,2039
58,120.350949021056,2011
59,1108.1359922234,198
60,1347.876256736,136
61,1349.31118800305,199
62,1153.10753613152,216
63,1114.13601591438,103
64,834.757563561201,1705
65,861.597362224013,3144
66,2.77470559813082,3183
67,857.28538938053,116
68,874.996402515098,101
69,860.98872005567,143
70,0.393439263105392,1
71,50.2323567289859,2831
72,976.409255666658,3517
73,4.73224318772554,2829
74,0,1
75,625.230510275811,92
76,1583.189996548,175
77,1018.70733858645,135
78,1101.12473723665,182
79,1297.36692696065,113
80,441.980323558673,1958
81,1134.89012266323,1234
82,96.9980701208115,164
83,0,1
84,908.191274791956,92
85,1203.6339116022,122
86,544.302837222815,61
87,499.88860360533,1494
88,0,10
89,563.333850106224,160
90,712.981888558716,144
91,303.285572150722,2508
92,0,8
93,239.619955211878,2536
94,740.637115573976,1397
95,828.609405694529,2009
96,0,2660
97,418.136318011209,2027
98,118.267467673868,2484
99,865.783587306738,1979
100,0,2472
101,522.874248797074,3116
102,0,1947
103,1067.01577040926,170
104,1148.67510364205,1936
105,0,1
106,0,1
107,0,1
108,1585.31144801341,1073
109,0,1
110,911.029826510698,2984
111,0,2529
112,0,2787
113,890.527758061886,148
114,967.186255849898,609
115,20.379816532135,3386
116,60.8447010274976,3657
117,339.894204368815,2189
118,815.890455543995,794
119,332.501406945288,2193
120,0,3072
121,0,3478
122,0,3417
123,0,1
124,989.485308242962,742
125,908.439491797239,706
126,807.383950602263,995
127,3.0412771422416,3166
128,0,5
129,988.60486696288,149
130,159.259807378054,28
131,1001.81166040711,152
132,694.901705959812,113
133,497.309262197465,2989
134,0,2714
135,0,2728
136,0,2150
137,103.8261619322,2717
138,0,1903
139,0,1903
140,1007.919845419,630
141,615.10537244007,1983
142,963.23049203679,2450
143,991.671666238457,1096
144,0,2668
145,1.71100246533751,2152
146,0,1934
147,3.84024995565414,1950
148,0,2
149,151.425287207589,3374
150,164.549848899245,3286
151,0,2029
152,1020.27477260865,3481
153,987.973481953144,171
154,863.563924815506,240
155,749.2586118076,3388
156,0,1977
157,0,1982
158,1021.41128899902,778
159,875.231923118234,395
160,0.327333146706223,3025
161,1004.9625840541,198
162,2.92454296350479,1931
163,1025.11493001692,3031
164,1382.37219294161,463
165,1037.08687614463,2369
166,0,2392
167,1458.34264159203,42
168,1155.99619839247,171
169,7.91189752146602,4
170,1085.1303743124,24
171,1545.56210783776,252
172,907.069271206856,35
173,942.719217333943,63
174,1550.53735053726,67
175,1078.85294282436,36
176,0,1
177,899.010695457458,20
178,1106.01622867584,25
179,862.4088306427,12
180,0,1
181,5.2775921523571,4
182,1331.60858876631,156
183,248.834121149965,1220
184,1401.17162144184,50
185,1158.82124843821,63
186,1372.79239643179,206
187,863.477106578648,30
188,1518.38469231687,190
189,1075.72357362509,77
190,1369.22238285653,160
191,1419.19723856822,244
192,1086.32945418358,41
193,1422.73160799593,57
194,1339.3542627003,50
195,977.399823188782,35
196,1121.64856368303,40
197,920.391850829124,40
198,961.307294666767,28
199,1004.7672804594,37
200,1172.21567611396,74
201,1228.62591634318,91
202,1189.81356653199,60
203,1111.95850248262,56
204,1235.5219373703,24
205,1032.25811290741,23
206,6.60811018943787,45
207,277.244497936219,100
208,673.958694402128,2790
209,851.781738551334,182
210,218.689131047577,40
211,1425.46970105171,50
212,807.400472240523,112
213,4.45571485906839,16
214,25.8915147781372,5
215,139.798055931926,15
216,847.16479780525,140
217,811.239246197045,616
218,1052.23508215696,431
219,1284.42935087346,1258
220,41.0961709171534,3484
221,839.599178450182,1056
222,876.918065048754,322
223,1125.17185557261,950
224,1106.55176651292,292
225,12.7786147929728,44
226,1151.27821215242,146
227,36.7688404554501,21
228,1085.72211216111,236
229,902.181200792082,67
230,1550.55929946899,17
231,815.258317313157,101
232,1301.50778749213,63
233,1168.53035192005,195
234,1141.9621621687,126
235,978.640568970703,49
236,1081.06155467872,107
237,813.969334684312,25
238,789.792071692646,32
239,1.51644933223724,19
240,45.8018226623535,2
241,2.07709981221706,2092
242,980.798978668638,1583
243,1205.06161799375,1528
244,1153.40629791562,600
245,993.860668896697,2076
246,27.8167356466874,55
247,905.848847802728,190
248,912.491801965982,234
249,1564.39838092029,65
250,940.441314198077,52
251,1058.48597414792,119
252,784.746924623847,42
253,877.946532256901,55
254,175.359064094722,60
255,757.731578461826,744
256,0,23
257,1148.19824466296,369
258,827.932493498549,636
259,1176.25832361542,2743
260,1285.41108557768,3446
261,201.033945206553,3341
262,796.551662951708,1054
263,860.186029434204,348
264,845.26656395942,892
265,0,1
266,1451.41281960718,127
267,859.390472687781,124
268,1265.09768732637,47
269,1205.05138496868,97
270,1369.65071344376,40
271,1088.40521000326,32
272,1021.74807462096,24
273,0,1862
274,12.2685104608536,6
275,1113.270387711,1898
276,1172.50054072775,287
277,1504.38516994892,103
278,1116.32026970014,95
279,1425.39285946684,93
280,856.568828167394,250
281,966.474410848226,204
282,186.038133502007,34
283,1224.9404232502,28
284,1308.03699874878,36
285,812.625370837748,78
286,1048.69958555698,42
287,1476.95031452179,45
288,1355.84159708023,40
289,1241.99542653561,36
290,1070.22718111426,53
291,1006.97316769045,82
292,836.856257996522,120
293,874.637274889741,145
294,957.209097234067,79
295,924.473569393158,21
296,1201.54965620115,27
297,1060.81021726271,68
298,1057.99620437622,30
299,1178.48624198604,58
300,120.450197606348,1900
301,126.38287390396,2160
302,1427.26057138015,1880
303,276.129948073998,113
304,78.2829407006502,208
305,0,30
306,1273.52202747576,2766
307,3.27183246612549,1
308,1047.79065340385,2548
309,1040.7790638376,1631
310,0,1
311,1274.94269200321,2421
312,0,1
313,0.942604533396661,2073
314,0,2361
315,0,1939
316,2447.08907652181,3121
317,0,1900
318,17.6297896783799,2313
319,0,1
