"EZ_ID","pop","N"
279,968.276086091995,54
280,966.548620022833,120
281,979.068981647491,66
282,1262.36429977417,70
283,1381.82132339478,88
284,51.5088698863983,5
285,1177.77189652016,3474
286,401.450518979691,366
287,798.447934538126,3245
288,555.387670248747,114
289,0,1
290,139.25647251308,267
291,915.246999729658,3281
292,0,1
293,368.483207333833,2404
294,1570.81516480795,2559
295,1168.31963908183,2829
296,0,1
297,16.6759449136443,3091
298,0,1863
299,710.929671479738,2643
300,0,2471
301,0,2801
302,44.6957090348005,1900
303,1346.50928662531,1491
304,861.516842223704,1635
305,852.113338019699,1851
